Date,Close,High,Low,Open,Volume,SMA,EMA,RSI,MACD,MACD_Signal,BB_Upper,BB_Middle,BB_Lower,ATR,Close_Lag_1,Close_Lag_2,Close_Lag_3,Close_Lag_5,Close_Lag_10
2024-05-08,48021.10156,48223.05078,47851.14844,48124.19922,286000,48400.07868285716,48441.76751772438,49.76705840395696,427.4186683916996,562.6091587773828,49659.29185368913,48386.127734000016,47112.9636143109,622.6858955329145,48285.35156,48895.30078,48923.55078,49396.75,47970.44922
2024-05-09,47487.89844,48258.64844,47440.64844,47976.35156,272900,48429.967912857166,48314.5849740278,44.02132197792786,312.2414711978636,512.535621261479,49659.103468414105,48331.437695000015,47003.771921585925,636.6369029948492,48021.10156,48285.35156,48895.30078,49231.05078,48189.0
2024-05-10,47421.10156,47868.69922,47313.35156,47555.5,218900,48419.03599285716,48195.45385215743,43.34616832720716,213.11609298390977,452.6517156059652,49636.88972430169,48265.96523400002,46895.040743698344,630.830528495217,47487.89844,48021.10156,48285.35156,48923.55078,48494.94922
2024-05-13,47754.10156,47841.60156,46983.25,47389.80078,220900,48406.8362157143,48136.606879869774,47.65617309245185,159.58918876518874,394.0392102378099,49550.73576908377,48204.34023400002,46857.94469891627,647.0820307455588,47421.10156,47487.89844,48021.10156,48895.30078,48201.05078
2024-05-14,47859.44922,47937.25,47607.85156,47748.85156,152000,48398.907644285726,48099.652525220474,48.978583674874066,124.23727726886136,340.0788236440202,49512.82951026387,48169.08515600001,46825.34080173614,624.3903456923043,47754.10156,47421.10156,47487.89844,48285.35156,49424.05078
2024-05-15,47687.44922,47957.19922,47534.5,47923.10156,188800,48363.08258857144,48044.69208452441,46.89543783086052,81.40330356355116,288.34371962792636,49514.10338893058,48164.79511700001,46815.486845069434,609.9838367142828,47859.44922,47754.10156,47421.10156,48021.10156,49396.75
2024-05-16,47977.05078,48052.89844,47340.35156,47945.85156,219900,48326.08984285716,48035.673243921156,50.69766512301809,70.0183682267525,244.6786493476916,49505.75895293677,48189.407617000004,46873.05628106324,617.3097683775478,47687.44922,47859.44922,47754.10156,47487.89844,49231.05078
2024-05-17,48115.64844,48188.64844,47758.80078,47842.94922,143800,48319.9896757143,48046.33660339833,52.45225590472886,71.35684056143509,210.0142875904403,49455.00329561902,48241.71757800001,47028.431860381,603.9196177791515,47977.05078,47687.44922,47859.44922,47421.10156,48923.55078
2024-05-21,48048.19922,48259.75,47927.10156,47927.10156,166800,48221.71456428572,48046.58495227856,51.491854890684166,66.21175329588732,181.2537807315297,49443.62856686483,48265.42011700001,47087.21166713519,584.5431050806404,48115.64844,47977.05078,47687.44922,47754.10156,48895.30078
2024-05-22,47781.94922,48114.05078,47435.25,48113.89844,204900,48106.37165142858,48011.30018797475,47.77332500940856,40.18683588503336,153.04039176223043,49446.3503578725,48258.272656,47070.1949541275,591.2757961463087,48048.19922,48115.64844,47977.05078,47859.44922,48285.35156
2024-05-23,48768.60156,48829.69922,47873.14844,47899.35156,184500,48073.339564285714,48112.273704244784,59.45759249739746,98.04628286074876,142.0415699819341,49498.46224241183,48298.180273000005,47097.89830358818,623.8810964215724,47781.94922,48048.19922,48115.64844,47687.44922,48021.10156
2024-05-24,48971.64844,49052.94922,48644.80078,48668.0,135000,48076.77511142857,48226.85700234548,61.37281412132497,158.45789376353787,145.32483473825485,49571.36262441093,48337.31269500001,47103.26276558908,608.4716209628889,48768.60156,47781.94922,48048.19922,47977.05078,47487.89844
