Date,Close,High,Low,Open,Volume,SMA,EMA,RSI,MACD,MACD_Signal,BB_Upper,BB_Middle,BB_Lower,ATR,Close_Lag_1,Close_Lag_2,Close_Lag_3,Close_Lag_5,Close_Lag_10
2010-02-22,8493.250977,8598.150149,8473.051992,8565.200336,0,8429.669782428571,8494.351833997755,45.385803203203,-171.25238080738563,-247.30493150251357,8769.067227559099,8476.923876999997,8184.780526440895,173.32319865784262,8487.000977,8573.800781,8551.400391,8312.603516,8223.154297
2010-02-23,8512.851563,8577.801005,8453.302448,8491.302007,0,8432.8697685,8496.818464531387,46.22282935617864,-155.46807113913928,-228.9375594298387,8723.65548988293,8463.939013749998,8204.222537617065,169.83572425371094,8493.250977,8487.000977,8573.800781,8397.702148,8342.103516
2010-02-24,8504.451172,8527.250712,8458.352097,8463.352039,0,8423.777064857144,8497.836158860535,45.89815808384635,-141.9998475057364,-211.55001704501825,8692.234408864682,8454.336669999997,8216.438931135312,162.62593073558858,8512.851563,8493.250977,8487.000977,8551.400391,8392.352539
2010-02-25,8537.700195,8554.850386,8469.551576,8520.500201,0,8428.541294714287,8503.15136367913,47.47087857448131,-127.17724484702376,-194.67546260541934,8698.072970926898,8464.736523499998,8231.400076073098,157.10256496876084,8504.451172,8512.851563,8493.250977,8573.800781,8289.90332
2010-02-26,8722.648438,8851.24655,8526.950521,8535.350814,0,8464.219447642858,8532.417640255246,55.261573594201494,-99.3610752899458,-175.61258514232463,8737.59658718871,8479.681347749998,8221.766108311287,169.04495525670646,8537.700195,8504.451172,8512.851563,8487.000977,8381.302734
2010-03-02,8921.996094,8945.495821,8826.79798,8826.79798,0,8505.64034607143,8584.36143408788,61.832355232103495,-60.533082989784816,-152.59668471181666,8807.876677240945,8493.208691499998,8178.540705759051,172.8879858097989,8722.648438,8537.700195,8504.451172,8493.250977,8312.603516
2010-03-03,9039.344727,9046.794835,8922.04629,8922.04629,0,8551.854073785715,8645.02587314283,65.08337885918233,-20.061311085217312,-126.0896099864968,8902.952783542654,8512.718457149997,8122.484130757338,169.45303975195614,8921.996094,8722.648438,8537.700195,8512.851563,8397.702148
2010-03-04,9013.695313,9068.845064,8965.146071,9055.845214,0,8603.553501857145,8694.181798457119,63.80412245416057,9.829853946397634,-98.90571719991792,8986.20921821136,8540.000634899998,8093.792051588635,164.75632212681643,9039.344727,8921.996094,8722.648438,8504.451172,8551.400391
2010-03-05,9038.344727,9095.193673,8967.69516,9012.744439,0,8650.485072785716,8740.070188929503,64.52575238272496,35.10317178089463,-72.1039394037554,9055.74409839144,8560.330420099996,8064.916741808551,162.09505004632956,9013.695313,9039.344727,8921.996094,8537.700195,8573.800781
2010-03-08,9145.84375,9178.44298,9093.344361,9102.044455,0,8710.002232357145,8794.173330405569,67.56299046312662,63.079588764836444,-45.067233770037035,9148.914704745308,8594.072558749996,8039.230412754685,160.52385025730604,9038.344727,9013.695313,9039.344727,8722.648438,8487.000977
2010-03-09,9138.09375,9176.893103,9073.394308,9118.593977,0,8762.887346785716,8840.029386351493,67.11684238336389,83.6613446495212,-19.321518086125387,9215.279699328239,8639.819531399997,8064.359363471755,156.45063202464127,9145.84375,9038.344727,9013.695313,8921.996094,8493.250977
2010-03-10,9119.143555,9155.893126,9073.894083,9136.143356,0,8803.440429928572,8877.24460883796,65.96971554762831,97.32154986231217,4.007095503562127,9273.095482568737,8678.671533349996,8084.247584131254,151.13266138002413,9138.09375,9145.84375,9038.344727,9039.344727,8512.851563
2010-03-11,9186.743164,9219.093375,9087.244317,9114.544782,0,8847.222028714288,8918.511082859566,68.06644491330924,112.30747375424653,25.66717115369901,9336.663585276048,8718.391064599995,8100.1185439239425,149.75526113859382,9119.143555,9138.09375,9145.84375,9013.695313,8504.451172
2010-03-12,9172.793945,9229.892892,9145.493481,9201.043617,0,8896.207240714288,8952.41546447829,67.14706664166684,121.65596675500092,44.86493027395939,9378.199463032963,8762.535595849995,8146.871728667028,145.0869861286943,9186.743164,9119.143555,9138.09375,9038.344727,8537.700195
