Date,Close,High,Low,Open,Volume,SMA,EMA,RSI,MACD,MACD_Signal,BB_Upper,BB_Middle,BB_Lower,ATR,Close_Lag_1,Close_Lag_2,Close_Lag_3,Close_Lag_5,Close_Lag_10
2024-02-19,22122.25,22186.65039,22021.05078,22103.44922,0,21834.432059285722,21841.427154902114,59.64652232853411,71.8221084351062,12.163569420238169,22160.383448476052,21730.474902500002,21300.566356523952,242.93840930896405,22040.69922,21910.75,21840.05078,21616.05078,21771.69922
2024-02-20,22196.94922,22215.59961,22045.84961,22099.19922,295700,21868.092773571436,21888.830096915164,61.30113571902452,95.25139645668241,28.78113482752702,22231.11751863391,21759.202344,21287.287169366093,237.7106657868952,22122.25,22040.69922,21910.75,21743.25,21929.40039
2024-02-21,22055.05078,22249.40039,21997.94922,22248.84961,364500,21893.635742142862,21910.99285465981,56.55709006187838,101.20265657094569,43.265439176210755,22223.55113911382,21800.014844,21376.47854888618,238.69213037354555,22196.94922,22122.25,22040.69922,21840.05078,21930.5
2024-02-22,22217.44922,22252.5,21875.25,22081.55078,343500,21919.610630714295,21951.853703371835,60.33996789649405,117.66687943458601,58.14572722788581,22267.66822437465,21838.189844,21408.71146362535,248.58912106114943,22055.05078,22196.94922,22122.25,21910.75,21717.94922
2024-02-23,22212.69922,22297.5,22186.09961,22290.0,226000,21951.110630714295,21986.633105588924,60.17491796244284,128.84634886411004,72.28585155513065,22278.61883646832,21881.194824500002,21483.770812531686,238.78992598535297,22217.44922,22055.05078,22196.94922,22040.69922,21782.5
2024-02-26,22122.05078,22202.15039,22075.15039,22169.19922,207800,21964.87137285715,22004.6887955104,56.972158223795,128.90564338736658,83.60980992157783,22305.32011132106,21900.417383000004,21495.514654678947,231.5584191292563,22212.69922,22217.44922,22055.05078,22122.25,21616.05078
2024-02-27,22198.34961,22218.25,22085.65039,22090.19922,252200,21984.003487857146,22030.510237442348,58.95248974711292,133.56960538265412,93.60176901379309,22319.588071806593,21934.229883000004,21548.871694193414,224.48993276288093,22122.05078,22212.69922,22217.44922,22196.94922,21743.25
2024-02-28,21951.15039,22229.15039,21915.84961,22214.09961,203000,22000.660714285717,22019.928924450036,50.795539454150806,115.98195001847489,98.07780521472945,22318.80246106701,21945.502441500004,21572.202421932998,230.83356470838928,22198.34961,22122.05078,22212.69922,22055.05078,21840.05078
2024-02-29,21982.80078,22060.55078,21860.65039,21935.19922,360200,22014.967912857148,22014.978505190033,51.71670818809982,103.40553376427852,99.14335092463926,22315.453590322355,21959.770019500003,21604.08644867765,228.6240522292188,21951.15039,22198.34961,22122.05078,22217.44922,21910.75
2024-03-01,22338.75,22353.30078,22047.75,22048.30078,351500,22066.58928571429,22058.14803783136,60.640977725829245,120.76861511766765,103.46840376324494,22372.13900048106,21984.017480500006,21595.895960518952,238.7580484985603,21982.80078,21951.15039,22198.34961,22212.69922,22040.69922
