Date,Close,High,Low,Open,Volume,SMA,EMA,RSI,MACD,MACD_Signal,BB_Upper,BB_Middle,BB_Lower,ATR,Close_Lag_1,Close_Lag_2,Close_Lag_3,Close_Lag_5,Close_Lag_10
2022-02-18,37598.71094,37817.11074,37304.01515,37344.01468,113500,38282.47963142861,38009.17982803872,49.18284514937517,-37.34866427191446,87.31137804444491,39374.93179957693,38091.37714850002,36807.822497423105,823.7310378781855,37531.21094,37953.35938,38169.65625,38516.80078,38788.90234
2022-02-21,37685.16406,38053.95666,37156.36942,37399.56582,143300,38223.91629428575,37965.97772563356,49.88772213892275,-56.18511644537648,58.61207914648063,39372.413221080526,38096.94218750001,36821.4711539195,829.0064808868866,37598.71094,37531.21094,37953.35938,36908.12109,37995.00781
2022-02-22,37371.21484,37658.96151,36817.67439,36832.57266,159400,38083.99999928575,37886.67600754908,47.32076753604393,-95.34711656480067,27.82024000422437,39328.909497376786,38118.14687500001,36907.38425262324,831.7552801092521,37685.16406,37598.71094,37531.21094,38169.65625,38028.00781
2022-02-23,37391.61719,37774.16353,37317.56726,37628.11445,137300,37968.433592857175,37820.6681652092,47.509787776257895,-123.31548057216423,-2.4069041110533504,39342.010174403935,38102.412109500016,36862.814044596096,804.9582079585908,37371.21484,37685.16406,37598.71094,37953.35938,38609.80078
2022-02-24,35227.69141,36708.72104,34990.94416,36084.77908,427800,37714.06138357146,37474.93793118131,33.6986777879315,-316.44357179648796,-65.21423764814028,39728.416463606045,37964.71367200001,36201.01088039398,918.9378381044056,37391.61719,37371.21484,37685.16406,37531.21094,39010.49609
2022-02-25,36430.32813,36684.22362,35767.78502,35901.28347,372800,37602.29854928575,37335.656624357136,43.52475937637713,-368.21172746457887,-125.813735611428,39786.05002095199,37901.78203150001,36017.51404204804,957.337436096948,35227.69141,37391.61719,37371.21484,37598.71094,38516.80078
2022-02-28,36204.87891,36269.82737,35611.48348,35938.53045,238300,37472.075056428606,37184.88626244285,42.26034287985215,-422.5592319057978,-185.16283487030196,39836.6346757391,37813.28046900001,35789.926262260924,947.4450942328803,36430.32813,35227.69141,37391.61719,37685.16406,36908.12109
2022-03-02,35372.39063,35553.28696,34897.04457,35381.48818,211300,37240.83147428575,36943.22017811714,37.88388856438356,-526.7330171870271,-253.476871333647,39913.12836289642,37656.64746150001,35400.1665601036,973.187183216246,36204.87891,36430.32813,35227.69141,37371.21484,38169.65625
2022-03-03,34943.89453,35803.73219,34720.74478,35620.73432,172500,36950.35993428574,36676.643425034854,35.827257564739575,-636.5300248325802,-330.0875020334337,39847.95785758855,37437.34003950002,35026.72222141149,981.0300565579429,35372.39063,36204.87891,36430.32813,37391.61719,37953.35938
2022-03-04,34407.40234,35097.34357,34093.70676,34525.70176,194500,36656.83147428575,36374.07794703021,33.383621695077466,-758.0965157818573,-415.6893047831184,39841.81409686428,37207.23281250002,34572.651528135764,982.6448246609467,34943.89453,35372.39063,36204.87891,35227.69141,37531.21094
2022-03-07,32870.86719,33542.91014,32376.12295,33277.76089,248900,36368.456195714316,35906.98317942618,27.581304050076778,-967.2742455480256,-526.0062929360998,40050.00351435488,36911.33105500002,33772.65859564515,1057.5472936137362,34407.40234,34943.89453,35372.39063,36430.32813,37598.71094
2022-03-08,33157.71484,33263.16283,32154.97459,32531.52098,276800,36010.46038071432,35540.41406750269,30.026399139403843,-1097.2544293186947,-640.2559202126188,40162.363005366424,36669.46640650002,33176.56980763361,1061.164504069898,32870.86719,34407.40234,34943.89453,36204.87891,37685.16406
